Sector,Sub Sector,Org Name,Item Name,2019,2020,2021,2022,2023
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,9. Non-markup/interest expense to total income D7/(D1+D6),36.23,29.07,40.64,40.64,40.64
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,10. Admin. expense to non-markup/interest income (D8/D6) (times),4.39,3.39,7.78,7.78,7.78
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,11. Earning per share (D10/E1),0.81,0.58,-3.55,-3.55,-3.55
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,G. Liquidity ratios,,,,,
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,1. Cash & cash equivalent to total assets (C1+C2)/C,8.05,6.67,7.21,7.21,7.21
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,2. Investment to total assets (C4/C),27.78,55.49,60.8,60.8,60.8
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,3. Advances net of provisions to total assets (C8/C),42.52,29.17,23.87,23.87,23.87
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,4. Deposits to total assets (B3/C),73.36,66.26,64.85,64.85,64.85
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,5. Total liabilities to total assets (B/C),84.96,89.85,93.66,93.66,93.66
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,6. Gross advances to deposits (C5/B3),65.67,49.74,47.49,47.49,47.49
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,7. Gross advances to borrowing & deposits C5/(B2+B3),64.18,38.95,34.37,34.37,34.37
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,H. Assets quality ratios,,,,,
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,1. Non-performing loans to gross advances (C6/C5),16.75,15.33,22.44,22.44,22.44
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,2. Provisions against NPLs to gross advances (C7/C5),11.74,11.5,22.51,22.51,22.51
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,3. NPLs to total equity (C6/A),56.47,52.04,119.41,119.41,119.41
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,4. NPLs write off to NPLs provisions (D4/C7),3.3,7.65,51.54,51.54,51.54
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,5. Provision against NPL to NPLs (C7/C6),70.07,75,100.32,100.32,100.32
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,I. Capital/leverage ratios,,,,,
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,1. Capital ratio (A/C),14.29,9.71,5.79,5.79,5.79
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   ,,
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,3. Break up value per share (A/E1),8.64,9.24,5.67,5.67,5.67
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,4. Total deposit to total equity (B3/A) (times),5.13,6.82,11.2,11.2,11.2
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,J. Cash flow ratio,,,,,
Local Banks,Public Sector Banks,FIRST WOMEN BANK LTD.,1. Cash generated from operating activities to profit after tax (E4/D10) (times),-5.79,64.7,-2.23,-2.23,-2.23
Local Banks,Public Sector Banks,THE BANK OF KHYBER,A. Total equity (A1 to A3),"14,982,023.00","16,604,589.00","16,219,257.00","16,657,355.00","20,176,662.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Share capital,"10,002,524.00","10,002,524.00","10,502,710.00","11,027,905.00","11,027,905.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Reserves,"2,904,691.00","3,335,048.00","3,555,773.00","3,646,746.00","4,343,001.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. Un appropriated profit,"2,074,808.00","3,267,017.00","2,160,774.00","1,982,704.00","4,805,756.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. Others,"-780,670.00","1,166,961.00","350,617.00","-229,857.00","124,622.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,B. Total liabilities (B1 to B4),"292,103,899.00","270,528,341.00","342,036,171.00","328,556,522.00","362,885,200.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Bills payable,"1,172,155.00","944,140.00","874,567.00","2,102,234.00","3,759,078.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Borrowings from financial institutions,"94,656,461.00","57,063,018.00","110,068,928.00","66,263,168.00","50,460,559.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. Deposits and other accounts,"182,167,572.00","203,071,658.00","221,875,898.00","248,905,981.00","289,291,561.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. Other/misc. liabilities,"14,107,711.00","9,449,525.00","9,216,778.00","11,285,139.00","19,374,002.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,C. Total assets (C1 to C4 + C8 to C10),"306,305,252.00","288,299,891.00","358,606,045.00","344,984,020.00","383,186,484.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Cash and balances with treasury banks,"12,137,805.00","15,840,359.00","17,375,313.00","16,273,825.00","23,895,690.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Balances with other banks,"8,230,072.00","9,092,355.00","12,114,583.00","3,556,532.00","3,960,115.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. Lending to financial institutions,"13,863,449.00","7,297,519.00","4,982,294.00","7,641,077.00","2,000,000.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. Investments,"146,911,102.00","113,478,994.00","184,398,946.00","173,668,614.00","223,348,499.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,5. Gross advances,"113,976,152.00","134,907,242.00","131,166,482.00","134,912,760.00","109,703,063.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,6. Advances-non-performing/classified,"5,026,718.00","7,275,940.00","10,521,218.00","11,756,033.00","13,290,715.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,7. Provision against advances,"4,233,860.00","5,843,865.00","6,617,287.00","7,397,549.00","8,115,483.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,8. Advances net of provision (C5-C7),"109,742,292.00","129,063,377.00","124,549,195.00","127,515,211.00","101,587,580.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,9. Fixed assets,"3,334,670.00","3,472,025.00","5,137,202.00","5,613,279.00","7,377,275.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,10. Other/misc. assets,"12,085,862.00","10,055,262.00","10,048,512.00","10,715,482.00","21,017,325.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,D. Profit & loss account,,,,,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Markup/interest earned,"24,656,535.00","25,673,375.00","21,939,157.00","40,242,025.00","59,070,281.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Markup/interest expenses,"19,890,617.00","18,911,494.00","15,149,916.00","33,093,339.00","45,177,649.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. Net markup/interest income,"4,765,918.00","6,761,881.00","6,789,241.00","7,148,686.00","13,892,632.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. Provisions and write-offs,"-21,092.00","1,610,005.00","831,879.00","902,137.00","705,091.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,5. Net markup/interest income after provisions,"4,938,557.00","5,151,876.00","5,957,362.00","6,246,549.00","13,187,541.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,6. Non-markup/interest income,"1,112,482.00","2,877,661.00","1,022,826.00","1,384,566.00","2,108,951.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,7. Non-markup/interest expenses,"3,638,181.00","4,223,253.00","5,300,003.00","6,711,230.00","8,594,911.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,8. Administrative expenses,"3,620,419.00","4,223,198.00","5,295,484.00","6,650,086.00","8,560,349.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,9. Profit/(loss) before taxation,"2,261,311.00","3,806,284.00","1,680,185.00","919,885.00","6,701,581.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,10. Profit/(loss) after taxation,"1,306,039.00","2,151,783.00","1,103,627.00","454,864.00","3,481,277.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,E. Other items,,,,,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. No. of ordinary shares (000),"1,000,252.00","1,000,252.00","1,050,271.00","1,102,791.00","1,102,791.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Cash dividend,5,15, -   , -   , -   
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. Stock dividend/bonus shares, -   ,5,5, -   , -   
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. Cash generated from operating activities,"55,553,621.00","-31,725,542.00","78,723,634.00","-15,404,042.00","58,655,580.00"
Local Banks,Public Sector Banks,THE BANK OF KHYBER,5. Commitments and contingencies,,,, -   ,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,F. Efficiency ratios/profitability ratios,,,,,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Spread Ratio (D3/D1),19.33,26.34,30.95,17.76,23.52
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Net markup/interest margin (D1-D2)/C,1.56,2.35,1.89,2.07,3.63
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. Return on equity (ROE) (D10/A),8.72,12.96,6.8,2.73,17.25
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. Return on assets (ROA) (D10/C),0.43,0.75,0.31,0.13,0.91
Local Banks,Public Sector Banks,THE BANK OF KHYBER,5. Non-markup/interest income to total assets (D6/C),0.36,1,0.29,0.4,0.55
Local Banks,Public Sector Banks,THE BANK OF KHYBER,6. Net markup/interest income (after prov.) to total assets (D5/C),1.61,1.79,1.66,1.81,3.44
Local Banks,Public Sector Banks,THE BANK OF KHYBER,7. Markup/interest expense to markup/interest income (D2/D1),80.67,73.66,69.05,82.24,76.48
Local Banks,Public Sector Banks,THE BANK OF KHYBER,8. Admin. expense to profit before tax. (D8/D9) (times),1.6,1.11,3.15,7.23,1.28
Local Banks,Public Sector Banks,THE BANK OF KHYBER,9. Non-markup/interest expense to total income D7/(D1+D6),14.12,14.79,23.08,16.12,14.05
Local Banks,Public Sector Banks,THE BANK OF KHYBER,10. Admin. expense to non-markup/interest income (D8/D6) (times),3.25,1.47,5.18,4.8,4.06
Local Banks,Public Sector Banks,THE BANK OF KHYBER,11. Earning per share (D10/E1),1.31,2.15,1.05,0.41,3.16
Local Banks,Public Sector Banks,THE BANK OF KHYBER,G. Liquidity ratios,,,,,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Cash & cash equivalent to total assets (C1+C2)/C,6.65,8.65,8.22,5.75,7.27
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Investment to total assets (C4/C),47.96,39.36,51.42,50.34,58.29
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. Advances net of provisions to total assets (C8/C),35.83,44.77,34.73,36.96,26.51
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. Deposits to total assets (B3/C),59.47,70.44,61.87,72.15,75.5
Local Banks,Public Sector Banks,THE BANK OF KHYBER,5. Total liabilities to total assets (B/C),95.36,93.84,95.38,95.24,94.7
Local Banks,Public Sector Banks,THE BANK OF KHYBER,6. Gross advances to deposits (C5/B3),62.57,66.43,59.12,54.2,37.92
Local Banks,Public Sector Banks,THE BANK OF KHYBER,7. Gross advances to borrowing & deposits C5/(B2+B3),41.17,51.86,39.51,42.81,32.29
Local Banks,Public Sector Banks,THE BANK OF KHYBER,H. Assets quality ratios,,,,,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Non-performing loans to gross advances (C6/C5),4.41,5.39,8.02,8.71,12.12
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Provisions against NPLs to gross advances (C7/C5),3.71,4.33,5.04,5.48,7.4
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. NPLs to total equity (C6/A),33.55,43.82,64.87,70.58,65.87
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. NPLs write off to NPLs provisions (D4/C7),-0.5,27.55,12.57,12.2,8.69
Local Banks,Public Sector Banks,THE BANK OF KHYBER,5. Provision against NPL to NPLs (C7/C6),84.23,80.32,62.89,62.93,61.06
Local Banks,Public Sector Banks,THE BANK OF KHYBER,I. Capital/leverage ratios,,,,,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Capital ratio (A/C),4.89,5.76,4.52,4.83,5.27
Local Banks,Public Sector Banks,THE BANK OF KHYBER,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   , -   ,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,3. Break up value per share (A/E1),14.98,16.6,15.44,15.1,18.3
Local Banks,Public Sector Banks,THE BANK OF KHYBER,4. Total deposit to total equity (B3/A) (times),12.16,12.23,13.68,14.94,14.34
Local Banks,Public Sector Banks,THE BANK OF KHYBER,J. Cash flow ratio,,,,,
Local Banks,Public Sector Banks,THE BANK OF KHYBER,1. Cash generated from operating activities to profit after tax (E4/D10) (times),42.54,-14.74,71.33,-33.87,16.85
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,A. Total equity (A1 to A3),"162,369,773.00","193,859,398.00","221,720,443.00","257,930,857.00","319,101,000.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Share capital,"21,275,131.00","21,275,131.00","21,275,131.00","21,275,131.00","21,275,131.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Reserves,"52,308,742.00","56,562,933.00","60,371,495.00","64,144,050.00","79,071,471.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. Un appropriated profit,"88,785,900.00","116,021,334.00","140,073,817.00","172,511,676.00","218,754,398.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. Others,"70,244,060.00","73,699,344.00","64,482,122.00","42,916,902.00","63,654,593.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,B. Total liabilities (B1 to B4),"2,891,775,037.00","2,740,968,239.00","3,560,481,904.00","4,939,576,787.00","6,269,951,845.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Bills payable,"19,867,424.00","16,795,186.00","21,848,270.00","55,268,019.00","68,000,448.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Borrowings from financial institutions,"471,757,352.00","138,539,005.00","312,925,106.00","1,940,485,787.00","2,177,743,194.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. Deposits and other accounts,"2,198,049,281.00","2,418,966,479.00","3,019,155,045.00","2,666,184,360.00","3,674,359,379.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. Other/misc. liabilities,"202,100,980.00","166,667,569.00","206,553,483.00","277,638,621.00","349,848,824.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,C. Total assets (C1 to C4 + C8 to C10),"3,124,388,870.00","3,008,526,981.00","3,846,684,469.00","5,240,424,546.00","6,652,707,438.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Cash and balances with treasury banks,"292,513,379.00","249,259,590.00","278,747,059.00","229,910,949.00","294,992,570.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Balances with other banks,"13,220,807.00","14,227,355.00","17,667,067.00","18,593,800.00","42,325,051.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. Lending to financial institutions,"144,140,344.00","126,804,675.00","335,466,675.00","31,272,467.00","192,430,437.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. Investments,"1,439,160,062.00","1,463,398,076.00","1,938,170,642.00","3,477,353,874.00","4,403,364,043.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,5. Gross advances,"1,151,315,050.00","1,159,873,747.00","1,305,176,798.00","1,438,581,204.00","1,631,685,693.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,6. Advances-non-performing/classified,"148,751,717.00","171,294,133.00","197,938,228.60","205,307,425.00","220,825,716.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,7. Provision against advances,"143,175,966.00","176,619,220.00","191,784,313.00","208,059,400.00","233,608,873.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,8. Advances net of provision (C5-C7),"1,008,139,084.00","983,254,527.00","1,113,392,485.00","1,230,521,804.00","1,398,076,820.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,9. Fixed assets,"54,303,565.00","54,413,493.00","60,711,776.00","63,814,246.00","63,908,888.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,10. Other/misc. assets,"172,911,629.00","117,169,265.00","102,528,765.00","188,957,406.00","257,609,629.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,D. Profit & loss account,,,,,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Markup/interest earned,"239,477,316.00","257,811,015.00","231,882,702.00","503,310,285.00","1,024,657,648.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Markup/interest expenses,"167,570,039.00","153,655,908.00","134,264,896.00","386,483,771.00","855,910,064.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. Net markup/interest income,"71,907,277.00","104,155,107.00","97,617,806.00","116,826,514.00","168,747,584.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. Provisions and write-offs,"14,250,275.00","30,895,938.00","21,695,231.00","12,600,607.00","14,469,305.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,5. Net markup/interest income after provisions,"57,657,002.00","73,259,169.00","75,922,575.00","104,225,907.00","154,278,279.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,6. Non-markup/interest income,"36,199,485.00","36,076,908.00","36,941,617.00","36,683,876.00","40,606,465.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,7. Non-markup/interest expenses,"65,853,120.00","63,111,930.00","60,003,784.00","78,172,620.00","93,631,654.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,8. Administrative expenses,"65,705,029.00","62,796,623.00","59,657,321.00","78,099,994.00","93,345,714.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,9. Profit/(loss) before taxation,"28,003,367.00","46,224,147.00","52,860,408.00","62,737,163.00","101,253,090.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,10. Profit/(loss) after taxation,"15,809,811.00","30,558,919.00","28,007,988.00","30,410,300.00","51,840,462.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,E. Other items,,,,,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. No. of ordinary shares (000),"2,127,513.00","2,127,513.00","2,127,513.00","2,127,513.00","2,127,513.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Cash dividend, -   , -   ,10, -   , -   
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. Stock dividend/bonus shares, -   , -   , -   , -   , -   
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. Cash generated from operating activities,"292,999,644.00","-51,869,597.00","470,702,316.90","1,561,683,147.00","992,102,720.00"
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,5. Commitments and contingencies,,, -   , -   ,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,F. Efficiency ratios/profitability ratios,,,,,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Spread Ratio (D3/D1),30.03,40.4,42.1,23.21,16.47
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Net markup/interest margin (D1-D2)/C,2.3,3.46,2.54,2.23,2.54
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. Return on equity (ROE) (D10/A),9.74,15.76,12.63,11.79,16.25
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. Return on assets (ROA) (D10/C),0.51,1.02,0.73,0.58,0.78
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,5. Non-markup/interest income to total assets (D6/C),1.16,1.2,0.96,0.7,0.61
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,6. Net markup/interest income (after prov.) to total assets (D5/C),1.85,2.44,1.97,1.99,2.32
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,7. Markup/interest expense to markup/interest income (D2/D1),69.97,59.6,57.9,76.79,83.53
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,8. Admin. expense to profit before tax. (D8/D9) (times),2.35,1.36,1.13,1.24,0.92
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,9. Non-markup/interest expense to total income D7/(D1+D6),23.89,21.47,22.32,14.48,8.79
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,10. Admin. expense to non-markup/interest income (D8/D6) (times),1.82,1.74,1.61,2.13,2.3
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,11. Earning per share (D10/E1),7.43,14.36,13.16,14.29,24.37
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,G. Liquidity ratios,,,,,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Cash & cash equivalent to total assets (C1+C2)/C,9.79,8.76,7.71,4.74,5.07
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Investment to total assets (C4/C),46.06,48.64,50.39,66.36,66.19
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. Advances net of provisions to total assets (C8/C),32.27,32.68,28.94,23.48,21.02
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. Deposits to total assets (B3/C),70.35,80.4,78.49,50.88,55.23
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,5. Total liabilities to total assets (B/C),92.55,91.11,92.56,94.26,94.25
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,6. Gross advances to deposits (C5/B3),52.38,47.95,43.23,53.96,44.41
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,7. Gross advances to borrowing & deposits C5/(B2+B3),43.12,45.35,39.17,31.23,27.88
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,H. Assets quality ratios,,,,,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Non-performing loans to gross advances (C6/C5),12.92,14.77,15.17,14.27,13.53
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Provisions against NPLs to gross advances (C7/C5),12.44,15.23,14.69,14.46,14.32
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. NPLs to total equity (C6/A),91.61,88.36,89.27,79.6,69.2
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. NPLs write off to NPLs provisions (D4/C7),9.95,17.49,11.31,6.06,6.19
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,5. Provision against NPL to NPLs (C7/C6),96.25,103.11,96.89,101.34,105.79
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,I. Capital/leverage ratios,,,,,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Capital ratio (A/C),5.2,6.44,5.76,4.92,4.8
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,2. Commitments & contingencies to total equity (E5/A) (times), -   , -   , -   , -   ,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,3. Break up value per share (A/E1),76.32,91.12,104.22,121.24,149.99
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,4. Total deposit to total equity (B3/A) (times),13.54,12.48,13.62,10.34,11.51
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,J. Cash flow ratio,,,,,
Local Banks,Public Sector Banks,NATIONAL BANK OF PAKISTAN,1. Cash generated from operating activities to profit after tax (E4/D10) (times),18.53,-1.7,16.81,51.35,19.14
Local Banks,Public Sector Banks,SINDH BANK LTD.,A. Total equity (A1 to A3),"16,857,778.00","13,671,328.00","15,748,929.00","18,359,459.00","25,505,972.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,1. Share capital,"19,710,130.00","19,710,130.00","25,524,428.00","29,524,428.00","34,524,428.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,2. Reserves,"1,451,979.00","1,471,422.00","1,461,412.00","1,461,412.00","1,894,365.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,3. Un appropriated profit,"-4,304,331.00","-7,510,224.00","-11,236,911.00","-12,626,381.00","-10,912,821.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,4. Others,"219,423.00","5,405,793.00","2,878,353.00","-1,208,500.00","-1,033,628.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,B. Total liabilities (B1 to B4),"143,521,733.00","254,636,259.00","251,561,127.00","340,699,368.00","276,011,065.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,1. Bills payable,"495,010.00","592,334.00","624,726.00","726,148.00","898,762.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,2. Borrowings from financial institutions,"4,192,284.00","62,377,648.00","26,785,738.00","106,934,714.00","37,546,440.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,3. Deposits and other accounts,"134,049,662.00","185,570,689.00","217,608,406.00","223,043,950.00","223,569,650.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,4. Other/misc. liabilities,"4,784,777.00","6,095,588.00","6,542,257.00","9,994,556.00","13,996,213.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,C. Total assets (C1 to C4 + C8 to C10),"160,598,934.00","273,713,380.00","270,188,409.00","357,850,327.00","300,483,409.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,1. Cash and balances with treasury banks,"13,552,972.00","14,486,693.00","19,341,933.00","14,168,738.00","53,407,771.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,2. Balances with other banks,"838,364.00","4,185,277.00","1,092,559.00","1,619,530.00","957,883.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,3. Lending to financial institutions,"3,645,392.00","8,212,780.00","6,081,208.00","19,967,424.00", -   
Local Banks,Public Sector Banks,SINDH BANK LTD.,4. Investments,"65,143,452.00","170,818,493.00","175,703,381.00","254,552,777.00","166,503,472.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,5. Gross advances,"76,430,095.00","76,355,873.00","73,023,451.00","70,899,317.00","77,511,411.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,6. Advances-non-performing/classified,"33,804,371.00","35,333,883.00","37,403,702.00","34,967,280.00","33,100,012.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,7. Provision against advances,"15,299,043.00","19,502,618.00","25,239,289.00","27,096,989.00","26,888,366.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,8. Advances net of provision (C5-C7),"61,131,052.00","56,853,255.00","47,784,162.00","43,802,328.00","50,623,045.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,9. Fixed assets,"3,788,000.00","3,265,367.00","3,147,597.00","4,032,522.00","3,936,450.00"
Local Banks,Public Sector Banks,SINDH BANK LTD.,10. Other/misc. assets,"12,499,702.00","15,891,515.00","17,037,569.00","19,707,008.00","25,054,788.00"
